missing_index,command,return_code,timed_out,mlir_count,updated_csv_rows,mlir_filenames,stderr_tail
124,"aten::mm '[[576, 7680], [7680, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_dcafc73c877ee6577b5d3694d1dfa0b8ca8b2bf8_7680x576xbfloat16_7680x3840xbfloat16.mlir,
125,"aten::mm '[[2304, 165], [165, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2304], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_aa7c1776aa25de8e7817b10ce27f1533204c3abf_165x2304xbfloat16_165x576xbfloat16.mlir,
126,"aten::mm '[[20, 21760], [21760, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 20], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_e7f9a2d4de82838b430371a620f0479154ba04d7_21760x20xbfloat16_21760x3840xbfloat16.mlir,
127,"aten::mm '[[576, 165], [165, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_0f5e54fe4c781453094d1d03ded6fdd1f82d63fc_165x576xbfloat16_165x2304xbfloat16.mlir,
128,"aten::mm '[[304, 7680], [7680, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 304], [512, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_a625c4a8af3eca01620d6a88c68c94b82b683bd1_7680x304xbfloat16_7680x512xbfloat16.mlir,
129,"aten::mm '[[1728, 165], [165, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1728], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_1712abd86a0db25adf8b337bfbcbc22d463c5d31_165x1728xbfloat16_165x576xbfloat16.mlir,
130,"aten::bmm '[[5, 192, 384], [5, 384, 384]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[73728, 1, 192], [147456, 1, 384]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_bmm_ade58bb4242d062b0b36b52df64d22af7966de10_5x384x192xbfloat16_5x384x384xbfloat16.mlir,
131,"aten::mm '[[1728, 7680], [7680, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1728], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_a7c1d211956e2405632f945bd39ce48e49a5656b_7680x1728xbfloat16_7680x576xbfloat16.mlir,
132,"aten::mm '[[165, 576], [576, 1728]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_04d573574a7ca9714738a3a71d149bb78eaf40b8_165x576xbfloat16_1728x576xbfloat16.mlir,
133,"aten::addmm '[[576], [7680, 3840], [3840, 576], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [3840, 1], [1, 3840], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_b0ff381f59f3172bc6d3c92b3cfc69c4a22da253_576xbfloat16_7680x3840xbfloat16_576x3840xbfloat16.mlir,
134,"aten::mm '[[7680, 576], [576, 1728]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_4dc8353f99c825d0383875865760b7d858dba00d_7680x576xbfloat16_1728x576xbfloat16.mlir,
135,"aten::addmm '[[20], [21760, 3840], [3840, 20], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [3840, 1], [1, 3840], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_a14492a1a96061a0bc10af622649f2bfa9d89db7_20xbfloat16_21760x3840xbfloat16_20x3840xbfloat16.mlir,
136,"aten::addmm '[[576], [7680, 576], [576, 576], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [576, 1], [1, 576], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_4310a3879ff8292b0d0b67f969250a155a04272e_576xbfloat16_7680x576xbfloat16_576x576xbfloat16.mlir,
137,"aten::mm '[[7680, 512], [512, 304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[512, 1], [1, 512]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_0b8e56616d2038a78bdeb549a9b482731fe88535_7680x512xbfloat16_304x512xbfloat16.mlir,
138,"aten::mm '[[2048, 1285], [1285, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_23fdea0faab2d607c437628bb3e45e8413b1b731_1285x2048xbfloat16_1285x2048xbfloat16.mlir,
139,"aten::mm '[[3840, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_1fc6732caf64a7cd1472f06f927f38bba7bea351_1280x3840xbfloat16_1280x576xbfloat16.mlir,
140,"aten::mm '[[1024, 5], [5, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1024], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_5c9e7ea873d9b46953d3aec57a349ecb08a2be92_5x1024xbfloat16_5x1024xbfloat16.mlir,
141,"aten::mm '[[576, 1280], [1280, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_ffa68525c5a36f2f1d77886291e9f5539c03792f_1280x576xbfloat16_1280x3840xbfloat16.mlir,
142,"aten::addmm '[[576], [1280, 3840], [3840, 576], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [3840, 1], [1, 3840], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_ce0548a45550d59dfd291d4bc2e6fb0db0946f60_576xbfloat16_1280x3840xbfloat16_576x3840xbfloat16.mlir,
143,"aten::addmm '[[2048], [1285, 2048], [2048, 2048], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [2048, 1], [1, 2048], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_80664950801b4a78801e56bf6c98c0cff266881e_2048xbfloat16_1285x2048xbfloat16_2048x2048xbfloat16.mlir,
144,"aten::addmm '[[1024], [5, 1024], [1024, 1024], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [1024, 1], [1, 1024], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_35f983398d59bf9d489c73c22596a949d54b41bc_1024xbfloat16_5x1024xbfloat16_1024x1024xbfloat16.mlir,
145,"aten::mm '[[1024, 5], [5, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1024], [512, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_cbfcb75c1bc6dd9a664586b0252f62df3a531b34_5x1024xbfloat16_5x512xbfloat16.mlir,
146,"aten::addmm '[[1024], [5, 512], [512, 1024], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [512, 1], [1, 512], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_eecef766b5861c896c12f793c51a78f1a68fc904_1024xbfloat16_5x512xbfloat16_1024x512xbfloat16.mlir,
147,"aten::mm '[[1728, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1728], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_0544922ac51a6e4906b5d97adfaafbc63b435d07_1280x1728xbfloat16_1280x576xbfloat16.mlir,
148,"aten::addmm '[[576], [1280, 2304], [2304, 576], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [2304, 1], [1, 2304], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_44fa83388f4968b3ed7fb45298a6519c82c8bfbf_576xbfloat16_1280x2304xbfloat16_576x2304xbfloat16.mlir,
149,"aten::mm '[[576, 1280], [1280, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_0bd99756c6a3f296f5dccd50671b4146834e1a35_1280x576xbfloat16_1280x2304xbfloat16.mlir,
150,"aten::mm '[[2304, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2304], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_95a9428b80ba9b8014e2977adeb19a8d3319b5cc_1280x2304xbfloat16_1280x576xbfloat16.mlir,
151,"aten::mm '[[384, 5], [5, 384]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 384], [384, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_90bff78c5e44d6be249ca2f0fd08f18f842949b6_5x384xbfloat16_5x384xbfloat16.mlir,
152,"aten::mm '[[256, 960], [960, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 256], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_f8146ead27218c8dc7671940471c01ef3c854b27_960x256xbfloat16_960x2048xbfloat16.mlir,
153,"aten::mm '[[576, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_fc8839757b935eefa9795b327a1ecc20f3d9e66f_1280x576xbfloat16_1280x576xbfloat16.mlir,
154,"aten::mm '[[1280, 576], [576, 1728]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_22c2b02fbc0a773d19cf18ae1e48662e9f126c64_1280x576xbfloat16_1728x576xbfloat16.mlir,
155,"aten::mm '[[960, 2048], [2048, 256]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [1, 2048]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_499dc189b9f54751e4a0b5e0a2a6c8e4228e5c41_960x2048xbfloat16_256x2048xbfloat16.mlir,
156,"aten::addmm '[[384], [5, 384], [384, 384], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [384, 1], [1, 384], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_4914ac71e076cc6c1c2549b3adc901cd5564dfab_384xbfloat16_5x384xbfloat16_384x384xbfloat16.mlir,
157,"aten::addmm '[[576], [1280, 576], [576, 576], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [576, 1], [1, 576], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_e3c3813d9aed808a2629431fe19bac16e5a4a1a7_576xbfloat16_1280x576xbfloat16_576x576xbfloat16.mlir,
158,"aten::mm '[[4, 5], [5, 384]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 4], [384, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_314f66a213ac6c1a039cd87108ecc749b66eadc4_5x4xbfloat16_5x384xbfloat16.mlir,
159,"aten::bmm '[[10, 96, 96], [10, 96, 21]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[9216, 96, 1], [2016, 1, 96]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_bmm_978b55912d4a624daffa03c44380d51dd0070ba7_10x96x96xbfloat16_10x21x96xbfloat16.mlir,
160,"aten::addmm '[[4], [5, 384], [384, 4], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [384, 1], [1, 384], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_ede9f8589a53a41872573c10e540dc32f0505f23_4xbfloat16_5x384xbfloat16_4x384xbfloat16.mlir,
