filename,M,N,K,batch,tuning_folder_path,proxy_shapes
fused_op_mm_aa7c1776aa25de8e7817b10ce27f1533204c3abf_165x2304xbfloat16_165x576xbfloat16.mlir,2304,576,165,1,,"aten::mm '[[2304, 165], [165, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2304], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ac54384c133573bdff81cc039475d74b1551682c_24576x576xbfloat16_576x2048xbfloat16.mlir,24576,2048,576,1,,"aten::mm '[[24576, 576], [576, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b033db3f86bca7f4db6e24958d67926f2a8b39c6_18928x128xbfloat16_18928x512xbfloat16.mlir,128,512,18928,1,,"aten::mm '[[128, 18928], [18928, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b097391c0044d405a93e0aba5648fe7736fcaff6_32x576xbfloat16_32x576xbfloat16.mlir,576,576,32,1,,"aten::mm '[[576, 32], [32, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b2388186a6fe4d96ab4554e5befe75db8bab5af6_150000x1024xbfloat16_150000x1024xbfloat16.mlir,1024,1024,150000,1,,"aten::mm '[[1024, 150000], [150000, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1024], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b2be1b7a2b864a6dba0bc3d5d146ff69c036d353_1280x1728xbfloat16_1728x576xbfloat16.mlir,1280,576,1728,1,,"aten::mm '[[1280, 1728], [1728, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1728, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b2ef39e2d2c218c4be92635703b9214032bd5d2e_24576x576xbfloat16_24576x2048xbfloat16.mlir,576,2048,24576,1,,"aten::mm '[[576, 24576], [24576, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b49d263e254f0f90e1b532f2ac705c1ee0f17e2a_3072x2048xbfloat16_256x2048xbfloat16.mlir,3072,256,2048,1,,"aten::mm '[[3072, 2048], [2048, 256]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [1, 2048]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b87cb0ada1e6a64ea45850ca5eda213cbbe3e35c_165x576xbfloat16_576x2304xbfloat16.mlir,165,2304,576,1,,"aten::mm '[[165, 576], [576, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ba478daa0639a7b4715a50ceff8a4c6770caa9f2_24576x576xbfloat16_576x576xbfloat16.mlir,24576,576,576,1,,"aten::mm '[[24576, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_baddcb06bbf44da835a11de349cfc1a2e6030a64_32768x512xbfloat16_32768x128xbfloat16.mlir,512,128,32768,1,,"aten::mm '[[512, 32768], [32768, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_bc2cc21d2af8986bb1c768b598d9808b3e237d21_16800000x134xbfloat16_128x134xbfloat16.mlir,16800000,128,134,1,,"aten::mm '[[16800000, 134], [134, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[134, 1], [1, 134]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_bcb7154dc3647170fbd7867b30df54f3bc378ca8_7680x2048xbfloat16_2048x512xbfloat16.mlir,7680,512,2048,1,,"aten::mm '[[7680, 2048], [2048, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_bedb2b9511d0cc5574851fa02e8479825f28a4a6_7680x512xbfloat16_512x2048xbfloat16.mlir,7680,2048,512,1,,"aten::mm '[[7680, 512], [512, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[512, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_c138fd21bc716642974c24bec0e5a3c466a5cd9d_528x576xbfloat16_576x576xbfloat16.mlir,528,576,576,1,,"aten::mm '[[528, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_c1733df4318f3f7ee24635a052ba7c513aa40f87_10x2304xbfloat16_2304x576xbfloat16.mlir,10,576,2304,1,,"aten::mm '[[10, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_c1e3cbdd3688ccd10751a91ea7c7139d066b7ae6_528x1728xbfloat16_1728x576xbfloat16.mlir,528,576,1728,1,,"aten::mm '[[528, 1728], [1728, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1728, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_c80ec1f7d9d0ab15b945710a50bb6ec3d8ada2f1_1280x1152xbfloat16_1152x576xbfloat16.mlir,1280,576,1152,1,,"aten::mm '[[1280, 1152], [1152, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1152, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ca2ec2da43ebbe4d9bbd5e61eff7124442eab073_32x576xbfloat16_576x576xbfloat16.mlir,32,576,576,1,,"aten::mm '[[32, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_cff8ce608eeef54ae6ee69aa2b3f9c83b2fe3f35_7680x512xbfloat16_512x512xbfloat16.mlir,7680,512,512,1,,"aten::mm '[[7680, 512], [512, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[512, 1], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_d1246361c389f7b17c11575dbeccdaec6761f029_7680x3840xbfloat16_7680x576xbfloat16.mlir,3840,576,7680,1,,"aten::mm '[[3840, 7680], [7680, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_d2a096d6ec71f3210b713a48fb4c3d729d3721e6_528x2304xbfloat16_576x2304xbfloat16.mlir,528,576,2304,1,,"aten::mm '[[528, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [1, 2304]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_d8231dc046118d9487004a0d326c1b0b27d7f293_150000x4096xbfloat16_150000x105xbfloat16.mlir,4096,105,150000,1,,"aten::mm '[[4096, 150000], [150000, 105]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 4096], [105, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_d831019f749b89df74cd1a0c60adf66a6882bcdd_1280x3840xbfloat16_3840x576xbfloat16.mlir,1280,576,3840,1,,"aten::mm '[[1280, 3840], [3840, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_d8b9c4b5523786075e6ca7be9c8b7244cf3b182e_7680x512xbfloat16_7680x304xbfloat16.mlir,512,304,7680,1,,"aten::mm '[[512, 7680], [7680, 304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_dc003507837d634d6d1a58cba8c3894870903256_7680x3840xbfloat16_3840x576xbfloat16.mlir,7680,576,3840,1,,"aten::mm '[[7680, 3840], [3840, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_dc57a1540a374520949892aec9a9398e9a13d693_7680x512xbfloat16_7680x512xbfloat16.mlir,512,512,7680,1,,"aten::mm '[[512, 7680], [7680, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_dcafc73c877ee6577b5d3694d1dfa0b8ca8b2bf8_7680x576xbfloat16_7680x3840xbfloat16.mlir,576,3840,7680,1,,"aten::mm '[[576, 7680], [7680, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_de1cc1ecefb296f0f36d55e7d939d0a1de5291ed_24576x2048xbfloat16_24576x512xbfloat16.mlir,2048,512,24576,1,,"aten::mm '[[2048, 24576], [24576, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_de35605025a8f9c5459445edc75c67bef30aaf3a_528x576xbfloat16_528x576xbfloat16.mlir,576,576,528,1,,"aten::mm '[[576, 528], [528, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_df7ad535eac8aab24427c7b905f3a68518a1aa87_24576x512xbfloat16_24576x512xbfloat16.mlir,512,512,24576,1,,"aten::mm '[[512, 24576], [24576, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e12aa3f743df2e06ea021bd0d416dc8ba1fe8bb3_1280x576xbfloat16_1152x576xbfloat16.mlir,1280,1152,576,1,,"aten::mm '[[1280, 576], [576, 1152]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e1cc357a6bfddbbab8376068d9ebb155049bcc70_24576x512xbfloat16_512x512xbfloat16.mlir,24576,512,512,1,,"aten::mm '[[24576, 512], [512, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[512, 1], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e2e72c2e0c1af04b06aeee2cfe0e751bcb850a6c_24576x2048xbfloat16_2048x512xbfloat16.mlir,24576,512,2048,1,,"aten::mm '[[24576, 2048], [2048, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e7f9a2d4de82838b430371a620f0479154ba04d7_21760x20xbfloat16_21760x3840xbfloat16.mlir,20,3840,21760,1,,"aten::mm '[[20, 21760], [21760, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 20], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e80582d1fde6b01b16d2497a89841ab47bd15fba_24576x2048xbfloat16_2048x576xbfloat16.mlir,24576,576,2048,1,,"aten::mm '[[24576, 2048], [2048, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f58fc941dde260203696d2f3639df455a0135a9c_16x1024xbfloat16_16x1024xbfloat16.mlir,1024,1024,16,1,,"aten::mm '[[1024, 16], [16, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1024], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f66f16332d469dc924691666292b7e820ec39ce7_7680x2048xbfloat16_7680x512xbfloat16.mlir,2048,512,7680,1,,"aten::mm '[[2048, 7680], [7680, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f8146ead27218c8dc7671940471c01ef3c854b27_960x256xbfloat16_960x2048xbfloat16.mlir,256,2048,960,1,,"aten::mm '[[256, 960], [960, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 256], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f90c639882279e31404b89c30f6c2c85b01040f2_1280x576xbfloat16_2304x576xbfloat16.mlir,1280,2304,576,1,,"aten::mm '[[1280, 576], [576, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_fc8839757b935eefa9795b327a1ecc20f3d9e66f_1280x576xbfloat16_1280x576xbfloat16.mlir,576,576,1280,1,,"aten::mm '[[576, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_fce7b997ed9bb7b7045c9a00f1a7570d50e252d2_32768x128xbfloat16_32768x128xbfloat16.mlir,128,128,32768,1,,"aten::mm '[[128, 32768], [32768, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_fe80376d094b7c3d7b46970e9bbe5396ce7cfc5f_150000x1024xbfloat16_1024x1024xbfloat16.mlir,150000,1024,1024,1,,"aten::mm '[[150000, 1024], [1024, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1024, 1], [1, 1024]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ff39bd240f27fa8f513531e7c86dcc7f50a043a1_32x576xbfloat16_32x2304xbfloat16.mlir,576,2304,32,1,,"aten::mm '[[576, 32], [32, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ffa68525c5a36f2f1d77886291e9f5539c03792f_1280x576xbfloat16_1280x3840xbfloat16.mlir,576,3840,1280,1,,"aten::mm '[[576, 1280], [1280, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
